OID,PARCELID,FDEM_ID,NAME,ADDRESS,CITY,ZIPCODE,COUNTY,PHONE,TYPE,OWNER,OPERATING,OP_CLASS,AHCA_OWNER,PROFIT,CAPACITY,BEDS,STATE_ID,EFCLASS,AHCA_NUM,CON1_TYPE,CON1_UP,CON1_DOWN,CON2_TYPE,CON2_UP,CON2_DOWN,CON3_TYPE,CON3_UP,CON3_DOWN,NET_CONS,WEBSITE,ACTYRBLT,FSOURCE,DATASOURCE,NOTES,LAT_DD,LONG_DD,MGRS,GCID,ACRES,DESCRIPT,FLAG,UPDATE_DAY,FGDLAQDATE,AUTOID,DDLat,DDLon,ORIG_OID
176,28 373400  754,N/A,PALM BAY HOSPITAL,1425 MALABAR RD NE,PALM BAY,32907,BREVARD,321-434-8000,HOSPITALS - ACUTE CARE,BREVARD HEALTH SERVICES INC,PRIVATE,PRIVATE,"HEALTH FIRST, INC.",NOT-FOR-PROFIT,0,152,N/A,EFHL,120007, , , ,OPTICAL FIBER,GREATER THAN 1 GBPS,10 MBPS TO 25 MBPS,OPTICAL FIBER,GREATER THAN 1 GBPS,GREATER THAN 1 GBPS,3,HTTP://WWW.HEALTH-FIRST.ORG/HOSPITALS_SERVICES/PBCH/,1992,GEOPLAN,FHA, ,27.99990481,-80.61166433,17RNL3818297253,273,49.50622241,PALM BAY HOSPITAL,V,2011-05-10,2017-09-06,299,27.99990481,-80.61166433,299
177,172835ZZZ000000414000U,10224961,TAMPA COMMUNITY HOSPITAL - FORMERLY TOWN AND COUNTRY HOSPITAL,6001 WEBB RD,TAMPA,33615,HILLSBOROUGH,813-888-7060,HOSPITALS - ACUTE CARE,WEST FLORIDA TCH LLC,PRIVATE,PRIVATE,IASIS HEALTHCARE,INVESTOR-OWNED,0,201,FL000099,EFHL,100255, , , , , , , , , , ,HTTP://WWW.TOWNANDCOUNTRYHOSPITAL.COM/,1980,GEOPLAN,FDEM,TAMPA COMMUNITY HOSPITAL,28.00244301,-82.57389578,17RLL4524398471,274,60.28752618,TAMPA COMMUNITY HOSPITAL - FORMERLY TOWN AND COUNTRY HOSPITAL,V,2016-05-17,2017-09-06,300,28.00244301,-82.57389578,300
178,262833000000033050,N/A,WINTER HAVEN WOMEN'S HOSPITAL,101 AVENUE O SE,WINTER HAVEN,33880,POLK,863-294-7010,HOSPITALS - ACUTE CARE,WINTER HAVEN HOSPITAL INC,PRIVATE,PRIVATE,MID-FLORIDA MEDICAL SERVICES,NOT-FOR-PROFIT,0,61,N/A,EFHM,120010, , , , , , , , , , ,HTTP://WWW.WINTERHAVENHOSPITAL.ORG/,1983,GEOPLAN,FHA,WINTER HAVEN WOMEN'S HOSPITAL,28.00869845,-81.72617872,17RML2860598378,275,8.50466661,WINTER HAVEN WOMEN'S HOSPITAL,V,2016-05-17,2017-09-06,301,28.00869845,-81.72617872,301
179,15 28 27 00000 440 0300,10225052,MEASE DUNEDIN HOSPITAL,601 MAIN ST,DUNEDIN,34698,PINELLAS,727-733-1111,HOSPITALS - ACUTE CARE,MEASE HOSPITAL INC,PRIVATE,PRIVATE,BAYCARE - MORTON PLANT MEASE HEALTH CARE,NOT-FOR-PROFIT,0,120,FL000172,EFHM,100043, , , ,OPTICAL FIBER,50 MBPS TO 100 MBPS,10 MBPS TO 25 MBPS,OPTICAL FIBER,50 MBPS TO 100 MBPS,50 MBPS TO 100 MBPS,3,HTTP://WWW.MEASEHOSPITALS.COM/BODY.CFM?ID=825,1959,GEOPLAN,FDEM, ,28.01318524,-82.78324655,17RLL2467299945,276,35.63627246,MEASE DUNEDIN HOSPITAL,V,2016-05-17,2017-09-06,302,28.01318524,-82.78324655,302
180,18282816E000003000040U,10225093,FLORIDA HOSITAL CARROLLWOOD,7171 N DALE MABRY HWY,TAMPA,33614,HILLSBOROUGH,813-932-2222,HOSPITALS - ACUTE CARE,UNIVERSITY COMMUNITY HOSPITAL,PRIVATE,PRIVATE,ADVENTIST HEALTH SYSTEM,NOT-FOR-PROFIT,0,120,FL000244,EFHM,100069, , , , , , , , , , ,HTTP://WWW.UCHCARROLLWOOD.ORG,2010,GEOPLAN,FDEM,FLORIDA HOSPITAL CARROLLWOOD,28.01362435,-82.50386439,17RLL5214599623,277,17.52736806,FLORIDA HOSITAL CARROLLWOOD,V,2016-05-17,2017-09-06,303,28.01362435,-82.50386439,303
181,2228305DI000001000070P,10224950,SOUTH FLORIDA BAPTIST HOSPITAL,301 N ALEXANDER ST,PLANT CITY,33563,HILLSBOROUGH,813-757-1200,HOSPITALS - ACUTE CARE,SOUTH FLA BAPTIST HOSPITAL,PRIVATE,PRIVATE,BAYCARE - ST. JOSEPH'S-BAPTIST HEALTH CAR,NOT-FOR-PROFIT,0,147,FL000088,EFHM,100132, , , ,OPTICAL FIBER,50 MBPS TO 100 MBPS,10 MBPS TO 25 MBPS,OPTICAL FIBER,50 MBPS TO 100 MBPS,50 MBPS TO 100 MBPS,3,HTTP://WWW.SJBHEALTH.ORG/,1986,GEOPLAN,FDEM, ,28.01556234,-82.13847126,17RLL8807599449,278,13.18469223,SOUTH FLORIDA BAPTIST HOSPITAL,V,2011-05-10,2017-09-06,304,28.01556234,-82.13847126,304
182,262821583000000010,10225032,WINTER HAVEN HOSPITAL,200 AVE F NE,WINTER HAVEN,33881,POLK,863-293-1121,HOSPITALS - ACUTE CARE,WINTER HAVEN HOSPITAL,PRIVATE,PRIVATE,MID-FLORIDA MEDICAL SERVICES,NOT-FOR-PROFIT,0,529,FL000152,EFHL,100052, , , ,DON'T KNOW,DON'T KNOW,DON'T KNOW,DON'T KNOW,DON'T KNOW,DON'T KNOW,4,HTTP://WWW.WINTERHAVENHOSPITAL.ORG/,1972,GEOPLAN,FDEM, ,28.02766505,-81.72591833,17RMM2864300479,279,28.74384414,WINTER HAVEN HOSPITAL,V,2016-05-17,2017-09-06,305,28.02766505,-81.72591833,305
183,16 28 21 00000 210 0400,10225050,MEASE COUNTRYSIDE HOSPITAL,3231 MCMULLEN BOOTH RD,SAFETY HARBOR,34695,PINELLAS,727-725-6111,HOSPITALS - ACUTE CARE,MEASE HOSPITAL INC,PRIVATE,PRIVATE,BAYCARE - MORTON PLANT MEASE HEALTH CARE,NOT-FOR-PROFIT,0,311,FL000170,EFHL,110001, , , ,OPTICAL FIBER,50 MBPS TO 100 MBPS,10 MBPS TO 25 MBPS,OPTICAL FIBER,50 MBPS TO 100 MBPS,50 MBPS TO 100 MBPS,3,HTTP://WWW.MEASEHOSPITALS.COM/BODY.CFM?ID=824,1985,GEOPLAN,FDEM, ,28.0385638,-82.70785926,17RLM3212502651,280,60.65206931,MEASE COUNTRYSIDE HOSPITAL,V,2016-05-17,2017-09-06,306,28.0385638,-82.70785926,306
184,28 371500  253,10224914,HEALTHSOUTH SEA PINES REHABILITATION HOSPITAL,101 E FLORIDA AVE,MELBOURNE,32901,BREVARD,321-984-4600,HOSPITALS - REHABILITATION,HOLMES REGIONAL MEDICAL CENTER,PRIVATE,PRIVATE,HEALTHSOUTH CORPORATION,INVESTOR-OWNED,0,90,FL000052,EFHM,110027, , , , , , , , , , ,HTTP://WWW.HEALTHSOUTHSEAPINES.COM/,1986,GEOPLAN,FDEM,HEALTHSOUTH SEA PINES REHABILITATION HOSPITAL,28.05577991,-80.62018024,17RNM3732603440,281,11.50955871,HEALTHSOUTH SEA PINES REHABILITATION HOSPITAL,V,2016-05-17,2017-09-06,307,28.05577991,-80.62018024,307
185,192808ZZZ000001300400U,N/A,NORTHSIDE MENTAL HEALTH,12512 BRUCE B DOWNS BLVD,TAMPA,33612,HILLSBOROUGH,813-977-8700,HOSPITALS - PSYCHIATRIC,NORTHSIDE MENTAL HEALTH CENTER,PRIVATE,PRIVATE,NORTHSIDE MENTAL HEALTH HOSPIT,NOT-FOR-PROFIT,20,16,N/A,EFHS,N/A, , , , , , , , , , ,HTTP://WWW.NORTHSIDEMHC.ORG/,1993,GEOPLAN,FDOH, ,28.06149464,-82.42790378,17RLM5967704837,282,4.05702751,NORTHSIDE MENTAL HEALTH,V,2012-11-19,2017-09-06,308,28.06149464,-82.42790378,308
186,1928081HK000000000010A,10224960,SHRINERS HOSPITALS FOR CHILDREN-TAMPA,12502 PINE DR,TAMPA,33612,HILLSBOROUGH,813-972-2250,HOSPITALS - CHILDREN/ACUTE CARE,STATE OF FLORIDA,STATE,PUBLIC,SHRINERS HOSPITALS FOR CHILDREN-HEADQUART,NOT-FOR-PROFIT,0,60,FL000098,EFHM,110012, , , , , , , , , , ,HTTP://WWW.SHRINERSHOSPITALSFORCHILDREN.ORG/,1977,GEOPLAN,FDEM, ,28.06165337,-82.422691,17RLM6018904849,283,14.20560455,SHRINERS HOSPITALS FOR CHILDREN-TAMPA,V,2011-05-10,2017-09-06,309,28.06165337,-82.422691,309
187,292213278001000,10224933,FLORIDA HOSPITAL ORLANDO,601 E ROLLINS ST,ORLANDO,32803,ORANGE,407-303-6611,HOSPITALS - ACUTE CARE,ADVENTIST HEALTH SYSTEM/SUNBEL,PRIVATE,PRIVATE,ADVENTIST HEALTH SYSTEM,NOT-FOR-PROFIT,0,1289,FL000071,EFHL,100007, , , , , , , , , ,3,HTTP://WWW.FLORIDAHOSPITAL.COM/,2008,GEOPLAN,FDEM, ,28.57556326,-81.3695686,17RMM6385861019,284,71.60279759,FLORIDA HOSPITAL ORLANDO,V,2016-05-17,2017-09-06,310,28.57556326,-81.3695686,310
188,312211124320010,10225018,UNIVERSITY BEHAVIORAL CENTER,2500 DISCOVERY DR,ORLANDO,32826,ORANGE,407-281-7000,HOSPITALS - PSYCHIATRIC,UNIVERSITY BEHAVIORAL LLC,PRIVATE,PRIVATE,UNIVERSAL HEALTH SERVICES INC,INVESTOR-OWNED,0,112,FL000138,EFHM,110047, , , , , , , , , , ,HTTP://WWW.UNIVERSITYBEHAVIORAL.COM/,1988,GEOPLAN,FDEM, ,28.58183079,-81.19230043,17RMM8119561673,285,12.58014508,UNIVERSITY BEHAVIORAL CENTER,V,2011-05-10,2017-09-06,311,28.58183079,-81.19230043,311
189,292203522801041,N/A,LAKESIDE BEHAVIORAL HEALTHCARE - RESIDENTIAL PLAZA,4524 THISTLEDOWN DR,ORLANDO,32804,ORANGE,407-291-6335,HOSPITALS - PSYCHIATRIC,ASPIRE HEALTH PARTNERS INC,PRIVATE,PRIVATE,N/A,NOT-FOR-PROFIT,0,51,N/A,EFHM,N/A, , , , , , , , , , ,HTTP://WWW.LAKESIDECARES.ORG,1963,GEOPLAN,GEOPLAN,EXTENT NOT VERIFIED. MERGED INTO ASPIRE HEALTH,28.59916212,-81.40021016,17RMM6087063643,286,7.63040329,LAKESIDE BEHAVIORAL HEALTHCARE - RESIDENTIAL PLAZA,V,2011-05-10,2017-09-06,312,28.59916212,-81.40021016,312
190,302209012098011,10225011,FLORIDA HOSPITAL WINTER PARK MEMORIAL,200 N LAKEMONT AVE,WINTER PARK,32792,ORANGE,407-646-7000,HOSPITALS - ACUTE CARE,ADVENTIST HEALTH SYSTEM/SUNBEL,PRIVATE,PRIVATE,ADVENTIST HEALTH SYSTEM,NOT-FOR-PROFIT,0,320,FL000131,EFHL,100162, , , ,OPTICAL FIBER,100 MBPS TO 1 GBPS,10 MBPS TO 25 MBPS,OPTICAL FIBER,100 MBPS TO 1 GBPS,100 MBPS TO 1 GBPS,3,HTTP://WWW.WINTERPARKHOSPITAL.COM/,1965,GEOPLAN,FDEM,FLORIDA HOSPITAL WINTER PARK,28.59814179,-81.3267899,17RMM6804863508,287,22.29808738,FLORIDA HOSPITAL WINTER PARK MEMORIAL,V,2016-05-17,2017-09-06,313,28.59814179,-81.3267899,313
191,41-5N-29-0000-02100-0000,10224862,JAY HOSPITAL,14114 S ALABAMA ST,JAY,32565,SANTA ROSA,850-675-8000,HOSPITALS - ACUTE CARE,SANTA ROSA COUNTY,PRIVATE,PRIVATE,BAPTIST HEALTH CARE,NOT-FOR-PROFIT,0,49,FL000241,EFHS,100048,OPTICAL FIBER,100 MBPS TO 1 GBPS,100 MBPS TO 1 GBPS, , , , , , ,2,HTTP://WWW.BHCPNS.ORG/JAYHOSPITAL/,1961,GEOPLAN,FDEM, ,30.94985532,-87.15131599,16RDV8554724054,104,3.18368134,JAY HOSPITAL,V,2016-05-17,2017-09-06,168,30.94985532,-87.15131599,167
192,35-7N-13-0000-0700-0000,10224864,CAMPBELLTON GRACEVILLE HOSPITAL,5429 COLLEGE DR,GRACEVILLE,32440,JACKSON,850-263-4431,HOSPITALS - ACUTE CARE,CAMPBELLTON GRACEVILLE HOSP CO,PRIVATE,PRIVATE,N/A,PUBLIC/GOVERNMENT,0,25,FL000002,EFHS,100138,DSL SYMMETRIC,DON'T KNOW,DON'T KNOW,UNLICENSED TERRESTRIAL FIXED WIRELESS,DON'T KNOW,768 KBPS TO 1.5 KBPS,DSL SYMMETRIC,DON'T KNOW, ,2,HTTP://WWW.C-GHOSPITAL.COM/GETPAGE.PHP?NAME=SERVICES,1964,GEOPLAN,FDEM, ,30.9631545,-85.50683315,16RFV4260926475,106,5.57798642,CAMPBELLTON GRACEVILLE HOSPITAL,V,2011-05-10,2017-09-06,169,30.9631545,-85.50683315,168
193,16 31 30 18180 000 0300,10224969,PALMS OF PASADENA HOSPITAL,1501 PASADENA AVE S,ST PETERSBURG,33707,PINELLAS,727-381-1000,HOSPITALS - ACUTE CARE,WEST FLORIDA-P P H LLC,PRIVATE,PRIVATE,IASIS HEALTHCARE,INVESTOR-OWNED,0,307,FL000204,EFHL,100126, , , , , , , , , , ,HTTP://WWW.PALMSPASADENA.COM/,1974,GEOPLAN,FDEM, ,27.75297448,-82.73927822,17RLL2858671050,248,14.91353619,PALMS OF PASADENA HOSPITAL,V,2011-05-10,2017-09-06,170,27.75297448,-82.73927822,169
194,17 31 30 66690 000 0110,10225080,JOHNS HOPKINS ALL CHILDREN'S HOSPITAL,501 6TH AVE S,ST PETERSBURG,33701,PINELLAS,727-898-7451,HOSPITALS - CHILDREN/ACUTE CARE,ALL CHILDRENS HOSPITAL INC,PRIVATE,PRIVATE,ALL CHILDREN'S HEALTH SYSTEM,NOT-FOR-PROFIT,0,259,FL000200,EFHL,100250,OPTICAL FIBER,6 MBPS TO 10 MBPS,6 MBPS TO 10 MBPS, , , , , , ,2,HTTP://WWW.ALLKIDS.ORG/,2008,GEOPLAN,FDEM,JOHNS HOPKINS ALL CHILDREN'S HOSPITAL,27.76482886,-82.64076308,17RLL3831572230,249,33.81153698,JOHNS HOPKINS ALL CHILDREN'S HOSPITAL,V,2016-05-17,2017-09-06,171,27.76482886,-82.64076308,170
195,16 31 08 78382 001 0010,10224971,ST PETERSBURG GENERAL HOSPITAL,6500 38TH AVE N,ST PETERSBURG,33710,PINELLAS,727-384-1414,HOSPITALS - ACUTE CARE,GALEN OF FL INC,PRIVATE,PRIVATE,HCA WEST FLORIDA DIVISION,INVESTOR-OWNED,0,215,FL000206,EFHL,100180, , , ,DON'T KNOW,DON'T KNOW,DON'T KNOW,DON'T KNOW,DON'T KNOW,DON'T KNOW,4,HTTP://WWW.STPETEGENERAL.COM/,1969,GEOPLAN,FDEM, ,27.80541859,-82.7265594,17RLL2992276843,252,17.11201959,ST PETERSBURG GENERAL HOSPITAL,V,2016-05-17,2017-09-06,172,27.80541859,-82.7265594,171
196,15 31 02 00000 300 0000,10224995,BAY PINES VA HEALTHCARE SYSTEM,10000 BAY PINES BLVD,BAY PINES,33744,PINELLAS,727-398-6661,HOSPITALS - FEDERAL,UNITED STATES OF AMERICA,FEDERAL,PUBLIC,FEDERAL GOVERNMENT,PUBLIC,0,397,FL000115,EFHL,N/A, , , , , , , , , , ,HTTP://WWW.BAYPINES.VA.GOV/,2002,GEOPLAN,FDEM, ,27.81092005,-82.7786317,17RLL2480077526,253,36.29591073,BAY PINES VA HEALTHCARE SYSTEM,V,2016-05-17,2017-09-06,173,27.81092005,-82.7786317,172
197,16 30 33 69948 400 4501,10224968,NORTHSIDE HOSPITAL & HEART INSTITUTE,6000 49TH ST N,ST PETERSBURG,33709,PINELLAS,727-521-4411,HOSPITALS - ACUTE CARE,GALENCARE INC,PRIVATE,PRIVATE,HCA WEST FLORIDA DIVISION,INVESTOR-OWNED,0,288,FL000203,EFHL,100238, , , ,DON'T KNOW,DON'T KNOW,DON'T KNOW,DON'T KNOW,DON'T KNOW,DON'T KNOW,4,HTTP://WWW.NORTHSIDEHOSPITAL.COM/,1976,GEOPLAN,FDEM, ,27.82561102,-82.70199425,17RLL3237379047,254,30.21734926,NORTHSIDE HOSPITAL & HEART INSTITUTE,V,2011-05-10,2017-09-06,174,27.82561102,-82.70199425,173
198,30382500000002000006.1,10224974,SEBASTIAN RIVER MEDICAL CENTER,13695 US HWY 1,SEBASTIAN,32958,INDIAN RIVER,772-589-3186,HOSPITALS - ACUTE CARE,SEBASTIAN HOSPITAL INC,PRIVATE,PRIVATE,HEALTH MANAGEMENT ASSOCIATES,INVESTOR-OWNED,0,154,FL000209,EFHL,100217, , , , , , , , , , ,HTTP://WWW.SEBASTIANRIVERMEDICAL.COM,1984,GEOPLAN,FDEM, ,27.84357204,-80.48899841,17RNL5031679979,255,30.01381514,SEBASTIAN RIVER MEDICAL CENTER,V,2016-05-17,2017-09-06,175,27.84357204,-80.48899841,174
199,183020ZZZ000005565000A,N/A,6TH MEDICAL GROUP - US AIR FORCE HOSPITAL,8415 BAYSHORE BLVD,MACDILL AFB,33621,HILLSBOROUGH,813-827-9900,HOSPITALS - FEDERAL,UNITED STATES OF AMERICA,FEDERAL,PUBLIC,FEDERAL GOVERNMENT,PUBLIC,0,65,N/A,EFHM,N/A, , , , , , , , , , ,HTTP://WWW.MACDILL.AF.MIL/UNITS/INDEX.ASP,1980,GEOPLAN,FHA, ,27.84326302,-82.47131264,17RLL5511980709,256,36.30271399,6TH MEDICAL GROUP - US AIR FORCE HOSPITAL,V,2011-04-11,2017-09-06,176,27.84326302,-82.47131264,175
200,16 30 16 69732 200 2401,10225041,WINDMOOR HEALTHCARE OF CLEARWATER,11300 US HWY 19 N,CLEARWATER,33764,PINELLAS,727-541-2646,HOSPITALS - PSYCHIATRIC,WINDMOOR HEALTHCARE PIN PK INC,PRIVATE,PRIVATE,UNIVERSAL HEALTH SERVICES INC,INVESTOR-OWNED,0,144,FL000161,EFHM,104017, , , , , , , , , , ,HTTP://WWW.WINDMOOR.COM/,1975,GEOPLAN,FDEM, ,27.87483154,-82.71081211,17RLL3158084513,257,9.3422044,WINDMOOR HEALTHCARE OF CLEARWATER,V,2016-05-17,2017-09-06,177,27.87483154,-82.71081211,176
201,273001000000022010,N/A,LAKE WALES MEDICAL CENTERS,410 S 11TH ST,LAKE WALES,33853,POLK,863-676-1433,HOSPITALS - ACUTE CARE,LAKE WALES HOSPITAL CORPORATIO,PRIVATE,PRIVATE,COMMUNITY HEALTH SYSTEMS,INVESTOR-OWNED,0,160,N/A,EFHL,100099, , , , , , , , , , ,HTTP://WWW.LAKEWALESMEDICALCENTER.COM,1994,GEOPLAN,FHA, ,27.89600889,-81.5653205,17RML4436285811,258,10.36623596,LAKE WALES MEDICAL CENTERS,V,2011-05-10,2017-09-06,178,27.89600889,-81.5653205,177
202,183005ZZZ000005527500A,10225094,KINDRED HOSPITAL BAY AREA - TAMPA,4555 S MANHATTAN AVE,TAMPA,33611,HILLSBOROUGH,813-839-6341,HOSPITALS - ACUTE CARE,KND REAL ESTATE 32 LLC,PRIVATE,PRIVATE,KINDRED EAST REGION OFFICE,INVESTOR-OWNED,0,73,FL000245,EFHM,100115, , , , , , , , , , ,HTTP://WWW.KHTAMPA.COM/,1963,GEOPLAN,FDEM, ,27.89782496,-82.51876705,17RLL5052086811,259,2.97324348,KINDRED HOSPITAL BAY AREA - TAMPA,V,2011-05-10,2017-09-06,179,27.89782496,-82.51876705,178
203,15 30 05 86376 000 0010,10224894,LARGO MEDICAL CENTER - INDIAN ROCKS CAMPUS,2025 INDIAN ROCKS RD,LARGO,33774,PINELLAS,727-581-9474,HOSPITALS - ACUTE CARE,LARGO MEDICAL CENTER INC,PRIVATE,PRIVATE,HCA WEST FLORIDA DIVISION,INVESTOR-OWNED,0,169,FL000032,EFHL,100015, , , , , , , , , , ,HTTP://LARGOMEDICAL.COM/ABOUT/INDIAN-ROCKS-CAMPUS.DOT,1972,GEOPLAN,FDEM, ,27.89839455,-82.82515976,17RLL2036087286,260,15.66785275,LARGO MEDICAL CENTER - INDIAN ROCKS CAMPUS,V,2016-05-17,2017-09-06,180,27.89839455,-82.82515976,179
204,252931000000011030,10224989,BARTOW REGIONAL MEDICAL CENTER,2200 OSPREY BLVD,BARTOW,33830,POLK,863-533-8111,HOSPITALS - ACUTE CARE,BARTOW HMA INC,PRIVATE,PRIVATE,HEALTH MANAGEMENT ASSOCIATES,INVESTOR-OWNED,0,72,FL000109,EFHM,100121, , , , , , , , , , ,HTTP://WWW.BARTOWREGIONAL.COM/DEFAULT.ASPX,1999,GEOPLAN,FDEM,BARTOW REGIONAL MEDICAL CENTER,27.9184719,-81.84406579,17RML1694588458,261,34.95778069,BARTOW REGIONAL MEDICAL CENTER,V,2016-05-17,2017-09-06,181,27.9184719,-81.84406579,180
205,15 29 33 50250 000 0010,10224896,LARGO MEDICAL CENTER,201 14TH ST SW,LARGO,33770,PINELLAS,727-588-5200,HOSPITALS - ACUTE CARE,LARGO MEDICAL CENTER INC,PRIVATE,PRIVATE,HCA WEST FLORIDA DIVISION,INVESTOR-OWNED,0,256,FL000034,EFHL,100248, , , , , , , , , , ,HTTP://LARGOMEDICAL.COM/HOME/INDEX.DOT,1976,GEOPLAN,FDEM, ,27.91432394,-82.80384103,17RLL2248589020,262,20.42348383,LARGO MEDICAL CENTER,V,2012-11-19,2017-09-06,182,27.91432394,-82.80384103,181
206,15 29 28 37989 001 0010,10224992,HEALTHSOUTH REHABILITATION HOSPITAL OF LARGO,901 N CLEARWATER LARGO RD,LARGO,33770,PINELLAS,727-586-2999,HOSPITALS - REHABILITATION,S C A-DALTON INC,PRIVATE,PRIVATE,HEALTHSOUTH CORPORATION,INVESTOR-OWNED,0,70,FL000112,EFHM,110045, , , , , , , , , , ,HTTP://WWW.HEALTHSOUTHLARGO.COM/,1988,GEOPLAN,FDEM, ,27.92547929,-82.79687382,17RLL2318990246,263,4.66516729,HEALTHSOUTH REHABILITATION HOSPITAL OF LARGO,V,2011-05-10,2017-09-06,183,27.92547929,-82.79687382,182
207,202927ZZZ000002652300U,10225026,BRANDON REGIONAL HOSPITAL,119 OAKFIELD DR,BRANDON,33511,HILLSBOROUGH,813-681-5551,HOSPITALS - ACUTE CARE,GALENCARE INC,PRIVATE,PRIVATE,HCA WEST FLORIDA DIVISION,INVESTOR-OWNED,0,422,FL000146,EFHL,100243, , , ,DON'T KNOW,DON'T KNOW,DON'T KNOW,DON'T KNOW,DON'T KNOW,DON'T KNOW,4,HTTP://WWW.BRANDONHOSPITAL.COM/,2003,GEOPLAN,FDEM, ,27.93311918,-82.28728595,17RLL7334790460,264,18.23102453,BRANDON REGIONAL HOSPITAL,V,2016-05-17,2017-09-06,184,27.93311918,-82.28728595,183
208,1829223MUJ00000000010A,10224959,MEMORIAL HOSPITAL OF TAMPA,2901 SWANN AVE,TAMPA,33609,HILLSBOROUGH,813-873-6400,HOSPITALS - ACUTE CARE,WEST FLORIDA MHT LLC,PRIVATE,PRIVATE,IASIS HEALTHCARE,INVESTOR-OWNED,0,183,FL000097,EFHL,100206, , , , , , , , , , ,HTTP://WWW.MEMORIALHOSPITALTAMPA.COM/,1963,GEOPLAN,FDEM, ,27.93780589,-82.49004644,17RLL5340291206,265,15.87181383,MEMORIAL HOSPITAL OF TAMPA,V,2016-05-17,2017-09-06,185,27.93780589,-82.49004644,184
209,182924509000000000001A,10224957,TAMPA GENERAL HOSPITAL,1 TAMPA GENERAL CIRCLE,TAMPA,33606,HILLSBOROUGH,813-844-7041,HOSPITALS - ACUTE CARE,HILLSBOROUGH COUNTY HOSPITAL A,PRIVATE,PRIVATE,FLORIDA HEALTH SCIENCES CENTER,NOT-FOR-PROFIT,0,1011,FL000095,EFHL,100128, , , ,OTHER COPPER WIRELINE,100 MBPS TO 1 GBPS,1.5 MBPS TO 3 MBPS,OTHER COPPER WIRELINE,100 MBPS TO 1 GBPS,100 MBPS TO 1 GBPS,3,HTTP://WWW.TGH.ORG/,1927,GEOPLAN,FDEM, ,27.93785187,-82.45919765,17RLL5643791175,266,24.45686914,TAMPA GENERAL HOSPITAL,V,2016-05-17,2017-09-06,186,27.93785187,-82.45919765,185
210,15 29 21 00000 120 1500,10225037,MORTON PLANT HOSPITAL,300 PINELLAS ST,CLEARWATER,33756,PINELLAS,727-462-7000,HOSPITALS - ACUTE CARE,MORTON PLANT HOSP ASSN INC,PRIVATE,PRIVATE,BAYCARE - MORTON PLANT MEASE HEALTH CARE,NOT-FOR-PROFIT,0,687,FL000157,EFHL,100127, , , ,OPTICAL FIBER,50 MBPS TO 100 MBPS,10 MBPS TO 25 MBPS,OPTICAL FIBER,50 MBPS TO 100 MBPS,50 MBPS TO 100 MBPS,3,HTTP://WWW.MORTONPLANT.COM/BODY.CFM?ID=421,1941,GEOPLAN,FDEM, ,27.95266201,-82.80364255,17RLL2256793268,267,47.3791863,MORTON PLANT HOSPITAL,V,2012-11-19,2017-09-06,187,27.95266201,-82.80364255,186
211,15 29 21 00000 120 1800,N/A,MADONNA PTAK MORTON PLANT REHABILITATION CENTER,400 CORBETT ST,BELLEAIR,33756,PINELLAS,727-462-7600,HOSPITALS - REHABILITATION,MORTON PLANT HOSP ASSN INC,PRIVATE,PRIVATE,N/A,NOT-FOR-PROFIT,0,129,N/A,EFHM,N/A, , , , , , , , , , ,HTTP://WWW.MORTONPLANT.COM/BODY.CFM?ID=631,1992,GEOPLAN,GEOPLAN, ,27.95037198,-82.80085729,17RLL2283893010,268,7.02488037,MADONNA PTAK MORTON PLANT REHABILITATION CENTER,V,2012-11-19,2017-09-06,188,27.95037198,-82.80085729,187
212,1829103IY000000000090A,N/A,ST JOSEPH'S WOMEN'S HOSPITAL,3030 W DR ML KING JR BLVD,TAMPA,33607,HILLSBOROUGH,813-879-4730,HOSPITALS - ACUTE CARE,ST JOSEPH'S HOSPITAL INC,PRIVATE,PRIVATE,BAYCARE - ST. JOSEPH'S-BAPTIST HEALTH CAR,NOT-FOR-PROFIT,0,157,N/A,EFHL,100075, , , ,OPTICAL FIBER,50 MBPS TO 100 MBPS,10 MBPS TO 25 MBPS,OPTICAL FIBER,50 MBPS TO 100 MBPS,50 MBPS TO 100 MBPS,3,HTTP://WWW.SJBHEALTH.ORG/,1974,GEOPLAN,FHA,OVERARCHING ENTITY IS ST. JOSEPH'S HOPSITAL,27.97995521,-82.49231953,17RLL5323595879,269,7.48016429,ST JOSEPH'S WOMEN'S HOSPITAL,V,2016-05-17,2017-09-06,189,27.97995521,-82.49231953,188
213,3059050290040,N/A,WEST KENDALL BAPTIST HOSPITAL,9555 SW 162ND AVE,MIAMI,33196,MIAMI-DADE,786-467-2000,HOSPITALS - ACUTE CARE,WEST KENDALL BAPTIST HOSPITAL,PRIVATE,PRIVATE,BAPTIST HEALTH SOUTH FLORIDA,NOT-FOR-PROFIT,0,133,N/A,EFHM,N/A, , , , , , , , , , ,HTTP://WWW.BAPTISTHEALTH.NET/EN/FACILITIES/PAGES/DEFAULT.ASPX,2011,GEOPLAN,FHA, ,25.67775101,-80.45622836,17RNJ5456840110,308,37.1704196,WEST KENDALL BAPTIST HOSPITAL,V,2011-05-10,2017-09-06,190,25.67775101,-80.45622836,189
